ts_iso,setting_id,benchmark,side,intent_size,applied_size,is_partial,amount_in,amount_out,fee_paid,fee_lvr_paid,rebate_paid,fee_bps_used,fee_lvr_bps,rebate_bps,floor_enforced,aomq_used,success,min_out,slippage_bps_vs_mid,pnl_quote,inventory_base,inventory_quote
2025-10-04T13:56:35.167Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49602731,150000000000000000,,,30,0,0,false,false,true,49602731,-98.960000,-0.397269,10049850000000000000000,9950397269
2025-10-04T13:56:37.667Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49113074,150000000000000000,,,30,0,0,false,false,true,49113074,-98.474504,-0.886926,10099700000000000000000,9901284195
2025-10-04T13:56:38.417Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,48630631,150000000000000000,,,30,0,0,false,false,true,48630631,-97.995214,-1.369369,10149550000000000000000,9852653564
2025-10-04T13:56:40.667Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,51093651643749107971,51093651643749107971,false,50000000,51093651643749107971,150000,,,30,0,0,false,false,true,51093651643749107971,101.447648,-1.093652,10098456348356250892029,9902503564
2025-10-04T13:56:43.167Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50581809189989414947,50581809189989414947,false,50000000,50581809189989414947,150000,,,30,0,0,false,false,true,50581809189989414947,100.938716,-0.581809,10047874539166261477082,9952353564
2025-10-04T13:56:50.917Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50077619653756342470,50077619653756342470,false,50000000,50077619653756342470,150000,,,30,0,0,false,false,true,50077619653756342470,100.424738,-0.077620,9997796919512505134612,10002203564
2025-10-04T13:57:02.667Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49624540,150000000000000000,,,30,0,0,false,false,true,49624540,-98.976450,-0.375460,10047646919512505134612,9952579024
2025-10-04T13:57:04.417Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49134560,150000000000000000,,,30,0,0,false,false,true,49134560,-98.491931,-0.865440,10097496919512505134612,9903444464
2025-10-04T13:57:06.167Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50572222419250067207,50572222419250067207,false,50000000,50572222419250067207,150000,,,30,0,0,false,false,true,50572222419250067207,100.919470,-0.572222,10046924697093255067405,9953294464
2025-10-04T13:57:07.667Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50068175857356963701,50068175857356963701,false,50000000,50068175857356963701,150000,,,30,0,0,false,false,true,50068175857356963701,100.415876,-0.068176,9996856521235898103704,10003144464
2025-10-04T13:57:14.917Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49633853,150000000000000000,,,30,0,0,false,false,true,49633853,-98.987836,-0.366147,10046706521235898103704,9953510611
2025-10-04T13:57:17.167Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49143736,150000000000000000,,,30,0,0,false,false,true,49143736,-98.503820,-0.856264,10096556521235898103704,9904366875
2025-10-04T13:57:19.917Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50562826679784342199,50562826679784342199,false,50000000,50562826679784342199,150000,,,30,0,0,false,false,true,50562826679784342199,100.921135,-0.562827,10045993694556113761505,9954216875
2025-10-04T13:57:20.917Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49150693,150000000000000000,,,30,0,0,false,false,true,49150693,-98.509987,-0.849307,10095843694556113761505,9905066182
2025-10-04T13:57:21.167Z,calm_retail__dnmm_lvr_800,cpmm,quote_in,50555705238746757639,50555705238746757639,false,50000000,50555705238746757639,150000,,,30,0,0,false,false,true,50555705238746757639,100.906836,-0.555705,10045287989317367003866,9954916182
2025-10-04T13:57:22.917Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49157582,150000000000000000,,,30,0,0,false,false,true,49157582,-98.516352,-0.842418,10095137989317367003866,9905758600
2025-10-04T13:57:22.917Z,calm_retail__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,48674486,150000000000000000,,,30,0,0,false,false,true,48674486,-98.029024,-1.325514,10144987989317367003866,9857084114
