dnmm_vwap,dnmm_mid_vwap,dnmm_diff_bps,dex_vwap,agg_vwap,cpamm_vwap,dnmm_base_e18,dnmm_quote_e18
993700000000000000,1000000000000000000,-63,980392157000000000,990373039250000000,891265597250000000,6000000000000000000000,5962200000000000000000
