ts_iso,setting_id,benchmark,side,intent_size,applied_size,is_partial,amount_in,amount_out,fee_paid,fee_lvr_paid,rebate_paid,fee_bps_used,fee_lvr_bps,rebate_bps,floor_enforced,aomq_used,success,min_out,slippage_bps_vs_mid,pnl_quote,inventory_base,inventory_quote
2025-10-04T13:56:53.992Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49602731,150000000000000000,,,30,0,0,false,false,true,49602731,-98.960000,-0.397269,10049850000000000000000,9950397269
2025-10-04T13:56:54.742Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,49113074,150000000000000000,,,30,0,0,false,false,true,49113074,-98.474504,-0.886926,10099700000000000000000,9901284195
2025-10-04T13:56:56.242Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,48630631,150000000000000000,,,30,0,0,false,false,true,48630631,-97.995214,-1.369369,10149550000000000000000,9852653564
2025-10-04T13:56:57.742Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,48155263,150000000000000000,,,30,0,0,false,false,true,48155263,-97.512534,-1.844737,10199400000000000000000,9804498301
2025-10-04T13:57:00.242Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,47686830,150000000000000000,,,30,0,0,false,false,true,47686830,-97.037183,-2.313170,10249250000000000000000,9756811471
2025-10-04T13:57:01.242Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,47225200,150000000000000000,,,30,0,0,false,false,true,47225200,-96.569894,-2.774800,10299100000000000000000,9709586271
2025-10-04T13:57:03.492Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,46770241,150000000000000000,,,30,0,0,false,false,true,46770241,-96.100810,-3.229759,10348950000000000000000,9662816030
2025-10-04T13:57:14.242Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,46321824,150000000000000000,,,30,0,0,false,false,true,46321824,-95.651708,-3.678176,10398800000000000000000,9616494206
2025-10-04T13:57:16.742Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,45879826,150000000000000000,,,30,0,0,false,false,true,45879826,-95.191340,-4.120174,10448650000000000000000,9570614380
2025-10-04T13:57:16.992Z,trend_router__dnmm_lvr_800,cpmm,base_in,50000000000000000000,50000000000000000000,false,50000000000000000000,45444124,150000000000000000,,,30,0,0,false,false,true,45444124,-94.741508,-4.555876,10498500000000000000000,9525170256
