ts_iso,setting_id,benchmark,side,size_base_wad,mid,spread_bps,conf_bps,fee_bps,fee_lvr_bps,floor_bps,aomq_flags,rebate_bps,ttl_ms,min_out
2025-10-04T13:32:55.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:55.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:56.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:57.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:58.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:32:59.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.323Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.573Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.573Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.823Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:00.823Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:01.073Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:01.073Z,trend_router__dnmm_no_rebate,stableswap,quote_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
2025-10-04T13:33:01.323Z,trend_router__dnmm_no_rebate,stableswap,base_in,50000000000000000000,1000000000000000000,20,15,4,0,0,,0,,
